time_after_step_us,Vout,Iload,N_active,IL1,QH1,REQ_accept1,IL2,QH2,REQ_accept2,IL3,QH3,REQ_accept3,IL4,QH4,REQ_accept4,phase_shed_request,phase_shed_accept,phase_shed_reject,shed_state,shed_lockout_state,residual_current_check,order_relock_state,a_S_enable_after_shed,a_S_mode
-449.586,0.993178883884419,40,4,-1.98234308456753,0,0,-1.98234308456766,0,0,-1.98234308456762,0,0,-1.98234308456783,0,0,0,0,0,0,0,1,0,0,0
-449.564,0.992994556619901,40,4,-2.08911937214431,0,0,-2.08911937214446,0,0,-2.08911937214441,0,0,-2.08911937214465,0,0,0,0,0,0,0,1,0,0,0
-449.544,0.992825910690434,40,4,-2.18605903263146,0,0,-2.18605903263162,0,0,-2.18605903263157,0,0,-2.18605903263183,0,0,0,0,0,0,0,1,0,0,0
-449.522,0.99263921857186,40,4,-2.29255003936564,0,0,-2.29255003936582,0,0,-2.29255003936576,0,0,-2.29255003936605,0,0,0,0,0,0,0,1,0,0,0
-449.504,0.992557353416099,40,4,-1.5898132253073,1,0,-2.37956972802941,0,0,-2.37956972802934,0,0,-2.37956972802965,0,0,0,0,0,0,0,1,0,0,0
-449.484,0.992497326760939,40,4,-0.487924335612305,1,0,-2.47615177521894,0,0,-2.47615177521887,0,0,-2.47615177521921,0,0,0,0,0,0,0,1,0,0,0
-449.462,0.992433795174058,40,4,0.722759121765924,1,0,-2.58226231622977,0,0,-2.58226231622969,0,0,-2.58226231623006,0,0,0,0,0,0,0,1,0,0,0
-449.442,0.992378297387975,40,4,1.82211873080648,1,0,-2.67860940152781,0,0,-2.67860940152773,0,0,-2.67860940152813,0,0,0,0,0,0,0,1,0,0,0
-449.42,0.992319736291087,40,4,3.03002465711471,1,0,-2.78446258451731,0,0,-2.78446258451722,0,0,-2.78446258451765,0,0,0,0,0,0,0,1,0,0,0
-449.398,0.992263776986357,40,4,4.23647619590077,1,0,-2.89018146785864,0,0,-2.89018146785854,0,0,-2.89018146785901,0,0,0,0,0,0,0,1,0,0,0
-449.378,0.992215159973321,40,4,5.33198948968139,1,0,-2.98617337981682,0,0,-2.98617337981672,0,0,-2.98617337981722,0,0,0,0,0,0,0,1,0,0,0
-449.356,0.992164158911339,40,4,6.53566855928822,1,0,-3.09163711690882,0,0,-3.09163711690871,0,0,-3.09163711690925,0,0,0,0,0,0,0,1,0,0,0
-449.334,0.992115750407702,40,4,7.7378975221832,1,0,-3.19696785589047,0,0,-3.19696785589035,0,0,-3.19696785589092,0,0,0,0,0,0,0,1,0,0,0
-449.32,0.992086293388833,40,4,8.50219797459383,0,0,-3.26392746497093,0,0,-3.26392746497081,0,0,-3.26392746497141,0,0,0,0,0,0,0,1,0,0,0
-449.3,0.991938115788491,40,4,8.41156650776992,0,0,-3.35948535940072,0,0,-3.35948535940059,0,0,-3.35948535940122,0,0,0,0,0,0,0,1,0,0,0
-449.278,0.991772123092438,40,4,8.29236567970442,0,0,-3.46446091879314,0,0,-3.464460918793,0,0,-3.46446091879368,0,0,0,0,0,0,0,1,0,0,0
-449.258,0.991620126510627,40,4,8.18414216007411,0,0,-3.55976719151969,0,0,-3.55976719151954,0,0,-3.55976719152025,0,0,0,0,0,0,0,1,0,0,0
-449.236,0.991451728390058,40,4,8.06525119162154,0,0,-3.6644654665099,0,0,-3.66446546650974,0,0,-3.6644654665105,0,0,0,0,0,0,0,1,0,0,0
-449.214,0.991282072898541,40,4,7.94652244665758,0,0,-3.7690185514664,0,0,-3.76901855146623,0,0,-3.76901855146703,0,0,0,0,0,0,0,1,0,0,0
-449.194,0.991126751037733,40,4,7.83872794772102,0,0,-3.86394085067246,0,0,-3.86394085067228,0,0,-3.86394085067313,0,0,0,0,0,0,0,1,0,0,0
-449.172,0.990954700097307,40,4,7.72030874134929,0,0,-3.9682168587638,0,0,-3.96821685876361,0,0,-3.9682168587645,0,0,0,0,0,0,0,1,0,0,0
-449.15,0.990781397008844,40,4,7.60205158977269,0,0,-4.07234778617534,0,0,-4.07234778617515,0,0,-4.07234778617609,0,0,0,0,0,0,0,1,0,0,0
-449.13,0.990622763681694,40,4,7.49468566539887,0,0,-4.1668864010608,0,0,-4.16688640106059,0,0,-4.16688640106158,0,0,0,0,0,0,0,1,0,0,0
-449.108,0.990447075110721,40,4,7.37673772933566,0,0,-4.2707404616001,0,0,-4.27074046159988,0,0,-4.27074046160091,0,0,0,0,0,0,0,1,0,0,0
-449.086,0.990270139609779,40,4,7.2589516782987,0,0,-4.37444955209691,0,0,-4.37444955209669,0,0,-4.37444955209777,0,0,0,0,0,0,0,1,0,0,0
-449.066,0.990108208616132,40,4,7.15201387951261,0,0,-4.46860477525569,0,0,-4.46860477525546,0,0,-4.46860477525659,0,0,0,0,0,0,0,1,0,0,0
-449.044,0.98992889758979,40,4,7.03453671886225,0,0,-4.57203721131745,0,0,-4.57203721131721,0,0,-4.5720372113184,0,0,0,0,0,0,0,1,0,0,0
-449.026,0.98983195118935,40,4,6.93853848104439,0,0,-4.09733946254752,0,0,-4.65655688410364,0,0,-4.65655688410487,0,0,0,0,0,0,0,1,0,0,0
-449.006,0.989778207274646,40,4,6.83199133762261,0,0,-2.99040103700794,1,0,-4.75036328306542,0,0,-4.7503632830667,0,0,0,0,0,0,0,1,0,0,0
-448.984,0.989721370366334,40,4,6.71493040176964,0,0,-1.77639233498342,1,0,-4.85342541771029,0,0,-4.85342541771162,0,0,0,0,0,0,0,1,0,0,0
-448.964,0.989671959530051,40,4,6.60863940838383,0,0,-0.674015593747568,1,0,-4.94700480806492,0,0,-4.94700480806631,0,0,0,0,0,0,0,1,0,0,0
-448.942,0.989620095013482,40,4,6.49186003202078,0,0,0.537202758584873,1,0,-5.04981747494247,0,0,-5.04981747494391,0,0,0,0,0,0,0,1,0,0,0
-448.92,0.989570822186137,40,4,6.37522700206088,0,0,1.74696520106811,1,0,-5.15250052325317,0,0,-5.15250052325467,0,0,0,0,0,0,0,1,0,0,0
-448.9,0.989528279665156,40,4,6.26932384419381,0,0,2.84548429514779,1,0,-5.24573640867841,0,0,-5.24573640867998,0,0,0,0,0,0,0,1,0,0,0
-448.878,0.989483956005221,40,4,6.15296949954243,0,0,4.05246522750341,1,0,-5.3481727170129,0,0,-5.34817271701453,0,0,0,0,0,0,0,1,0,0,0
-448.856,0.989442220145034,40,4,6.03676046229207,0,0,5.25799132650097,1,0,-5.45048042201892,0,0,-5.45048042202061,0,0,0,0,0,0,0,1,0,0,0
-448.8395,0.989412616583291,40,4,5.94969887761693,0,0,6.16118092852208,1,0,-5.52712697041593,0,0,-5.52712697041767,0,0,0,0,0,0,0,1,0,0,0
-448.822,0.98929806976603,40,4,5.85745328577946,0,0,6.1876520747511,0,0,-5.60833659960533,0,0,-5.60833659960712,0,0,0,0,0,0,0,1,0,0,0
-448.8,0.989139468952159,40,4,5.74162811053379,0,0,6.07142795978337,0,0,-5.71030287161121,0,0,-5.71030287161307,0,0,0,0,0,0,0,1,0,0,0
-448.78,0.988994187297472,40,4,5.63646912202733,0,0,5.96590671707445,0,0,-5.80287729141989,0,0,-5.80287729142181,0,0,0,0,0,0,0,1,0,0,0
-448.758,0.988833170131569,40,4,5.52094447527953,0,0,5.84998405026422,0,0,-5.9045747718121,0,0,-5.90457477181409,0,0,0,0,0,0,0,1,0,0,0
-448.736,0.988670889866352,40,4,5.40557717379672,0,0,5.73421920959904,0,0,-6.00613150203531,0,0,-6.00613150203737,0,0,0,0,0,0,0,1,0,0,0
-448.716,0.988522267783278,40,4,5.30083430489068,0,0,5.62911535824001,0,0,-6.09833369012005,0,0,-6.09833369012218,0,0,0,0,0,0,0,1,0,0,0
-448.694,0.988357581124777,40,4,5.18576724713672,0,0,5.51365167773469,0,0,-6.19962180293121,0,0,-6.1996218029334,0,0,0,0,0,0,0,1,0,0,0
-448.674,0.98820677438032,40,4,5.08129724169916,0,0,5.40882152200241,0,0,-6.29157984583934,0,0,-6.2915798458416,0,0,0,0,0,0,0,1,0,0,0
-448.652,0.988039687859069,40,4,4.96653023960896,0,0,5.29365881147925,0,0,-6.39259945695441,0,0,-6.39259945695674,0,0,0,0,0,0,0,1,0,0,0
-448.63,0.987871346871834,40,4,4.85192033416332,0,0,5.17865367568784,0,0,-6.4934784708756,0,0,-6.493478470878,0,0,0,0,0,0,0,1,0,0,0
-448.61,0.987717222530933,40,4,4.74786579081847,0,0,5.07424024641165,0,0,-6.58506468662111,0,0,-6.58506468662359,0,0,0,0,0,0,0,1,0,0,0
-448.588,0.98754649162472,40,4,4.6335556526626,0,0,4.95953578901856,0,0,-6.68567537729402,0,0,-6.68567537729658,0,0,0,0,0,0,0,1,0,0,0
-448.566,0.987374511458776,40,4,4.5194024595311,0,0,4.84498875305863,0,0,-6.7861455649139,0,0,-6.78614556491653,0,0,0,0,0,0,0,1,0,0,0
-448.548,0.987261475602469,40,4,4.42612101569917,0,0,4.75138542911886,0,0,-6.55175788112383,0,0,-6.8682440721093,0,0,0,0,0,0,0,1,0,0,0
-448.528,0.987215020291435,40,4,4.322590014953,0,0,4.64749715690218,0,0,-5.42803970916501,1,0,-6.9593624642492,0,0,0,0,0,0,0,1,0,0,0
-448.506,0.987164831666519,40,4,4.20884230337995,0,0,4.53335689887156,0,0,-4.21080448503545,1,0,-7.05947191182965,0,0,0,0,0,0,0,1,0,0,0
-448.486,0.987121460465484,40,4,4.10555922425678,0,0,4.42971737090146,0,0,-3.10549855879221,1,0,-7.1503707738051,0,0,0,0,0,0,0,1,0,0,0
-448.464,0.987076229506229,40,4,3.99208373778844,0,0,4.31585024289704,0,0,-1.89105937073091,1,0,-7.25023922836196,0,0,0,0,0,0,0,1,0,0,0
-448.442,0.987033590796972,40,4,3.87875018003888,0,0,4.20212551678506,0,0,-0.678082614501134,1,0,-7.34998208531648,0,0,0,0,0,0,0,1,0,0,0
-448.422,0.986997080469287,40,4,3.77584274176073,0,0,4.09886288200425,0,0,0.423352622502439,1,0,-7.44054852985976,0,0,0,0,0,0,0,1,0,0,0
-448.4,0.986959381669494,40,4,3.66277887164751,0,0,3.98540874527205,0,0,1.63354046109173,1,0,-7.54005282233195,0,0,0,0,0,0,0,1,0,0,0
-448.378,0.986924265754338,40,4,3.54985560542419,0,0,3.87209568394225,0,0,2.84226886028939,1,0,-7.63943278509308,0,0,0,0,0,0,0,1,0,0,0
-448.358,0.986894580865819,40,4,3.44731972056811,0,0,3.76920584858282,0,0,3.93984765020788,1,0,-7.72967068168198,0,0,0,0,0,0,0,1,0,0,0
-448.344,0.986813439669319,40,4,3.37561567847505,0,0,3.6972542744302,0,0,4.02851212520125,0,0,-7.79277418417352,0,0,0,0,0,0,0,1,0,0,0
-448.324,0.986675890665863,40,4,3.27328762582838,0,0,3.59457293195236,0,0,3.92446810083937,0,0,-7.88282705197672,0,0,0,0,0,0,0,1,0,0,0
-448.302,0.986523471086985,40,4,3.1608725145687,0,0,3.48176965006637,0,0,3.81126624605972,0,0,-7.98175492951195,0,0,0,0,0,0,0,1,0,0,0
-448.28,0.986369780736135,40,4,3.04861004695268,0,0,3.3691194808042,0,0,3.69821798545186,0,0,-8.08054635081181,0,0,0,0,0,0,0,1,0,0,0
-448.26,0.98622896100618,40,4,2.94668567985976,0,0,3.26684306415878,0,0,3.59558008496573,0,0,-8.17023834275487,0,0,0,0,0,0,0,1,0,0,0
-448.238,0.986072849608142,40,4,2.83471449825987,0,0,3.15448507466568,0,0,3.48282492183084,0,0,-8.26876932739678,0,0,0,0,0,0,0,1,0,0,0
-448.216,0.985915472645896,40,4,2.72289582952491,0,0,3.04228006537125,0,0,3.37022321875204,0,0,-8.36716393018509,0,0,0,0,0,0,0,1,0,0,0
-448.196,0.985771305968831,40,4,2.62137480212583,0,0,2.94040822434414,0,0,3.26799116292922,0,0,-8.45649524297892,0,0,0,0,0,0,0,1,0,0,0
-448.174,0.985611517897076,40,4,2.50984716858833,0,0,2.82849514086244,0,0,3.1556823001453,0,0,-8.55462955244997,0,0,0,0,0,0,0,1,0,0,0
-448.152,0.985450469464244,40,4,2.39847191593333,0,0,2.71673490395633,0,0,3.0435267621098,0,0,-8.65262755585064,0,0,0,0,0,0,0,1,0,0,0
-448.132,0.985302969600414,40,4,2.2973538791842,0,0,2.61526728516475,0,0,2.94170019311234,0,0,-8.74159838991307,0,0,0,0,0,0,0,1,0,0,0
-448.11,0.985139519986875,40,4,2.18626940861545,0,0,2.50379871783353,0,0,2.82983723592345,0,0,-8.83933624600656,0,0,0,0,0,0,0,1,0,0,0
-448.088,0.984974815210719,40,4,2.07533718574881,0,0,2.39248286226261,0,0,2.71812746698896,0,0,-8.93693787320795,0,0,0,0,0,0,0,1,0,0,0
-448.07,0.984847835705633,40,4,1.98468792416944,0,0,2.30152006511192,0,0,2.62684273208344,0,0,-8.92006828926475,0,0,0,0,0,0,0,1,0,0,0
-448.05,0.98480726868509,40,4,1.88407963940182,0,0,2.2005637709088,0,0,2.52552910242442,0,0,-7.79462190286661,1,0,0,0,0,0,0,1,0,0,0
-448.028,0.984763695501188,40,4,1.77354241729548,0,0,2.08964417886147,0,0,2.41421689361656,0,0,-6.57426309155677,1,0,0,0,0,0,0,1,0,0,0
-448.008,0.984726333922421,40,4,1.67317396800472,0,0,1.98892852143282,0,0,2.31314472350292,0,0,-5.46612144644617,1,0,0,0,0,0,0,1,0,0,0
-447.986,0.984687708688575,40,4,1.56290018336992,0,0,1.87827324831899,0,0,2.20209773871213,0,0,-4.24856725850543,1,0,0,0,0,0,0,1,0,0,0
-447.966,0.984654839976705,40,4,1.46277047472207,0,0,1.77779713193814,0,0,2.10126593150058,0,0,-3.14297280223328,1,0,0,0,0,0,0,1,0,0,0
-447.944,0.984621151100893,40,4,1.35275848361195,0,0,1.66740453177897,0,0,1.99048252266154,0,0,-1.9282178089318,1,0,0,0,0,0,0,1,0,0,0
-447.922,0.984590043311357,40,4,1.24288296844493,0,0,1.55714886740731,0,0,1.87983652177742,0,0,-0.714926897259854,1,0,0,0,0,0,0,1,0,0,0
-447.902,0.984564005927039,40,4,1.14311446883556,0,0,1.45703517713083,0,0,1.7793683903513,0,0,0.386792515954366,1,0,0,0,0,0,0,1,0,0,0
-447.88,0.984537816733218,40,4,1.03349825317034,0,0,1.34703968860243,0,0,1.66898346513625,0,0,1.59729140892692,1,0,0,0,0,0,0,1,0,0,0
-447.864,0.984470667798885,40,4,0.95386373343448,0,0,1.26712962284845,0,0,1.58879046923163,0,0,1.9281702954847,0,0,0,0,0,0,0,1,0,0,0
-447.846,0.984352619186648,40,4,0.864367798758735,0,0,1.17732398822443,0,0,1.49866683526355,0,0,1.83486210856645,0,0,0,0,0,0,0,1,0,0,0
-447.824,0.98420749141438,40,4,0.755118101850604,0,0,1.06769618376591,0,0,1.38865079065945,0,0,1.72443987940528,0,0,0,0,0,0,0,1,0,0,0
-447.802,0.984061086821957,40,4,0.646016422912792,0,0,0.958216854099858,0,0,1.27878368991197,0,0,1.61416708484497,0,0,0,0,0,0,0,1,0,0,0
-447.782,0.983926885258247,40,4,0.546961491321177,0,0,0.858818999615866,0,0,1.1790337228253,0,0,1.5140487305547,0,0,0,0,0,0,0,1,0,0,0
-447.76,0.983778048065242,40,4,0.438142284928051,0,0,0.749623013077466,0,0,1.06945085911847,0,0,1.4040611082646,0,0,0,0,0,0,0,1,0,0,0
-447.738,0.983627939252678,40,4,0.32947098389883,0,0,0.640575387121378,0,0,0.960016823411393,0,0,1.29422280299565,0,0,0,0,0,0,0,1,0,0,0
-447.718,0.983490374727719,40,4,0.230807206868532,0,0,0.541569891082626,0,0,0.860660450915786,0,0,1.19449933657676,0,0,0,0,0,0,0,1,0,0,0
-447.696,0.983337843238667,40,4,0.122418162199142,0,0,0.432805389013013,0,0,0.751510429869967,0,0,1.08494597791535,0,0,0,0,0,0,0,1,0,0,0
-447.674,0.98318404532612,40,4,0.0141769090220208,0,0,0.32418913205596,0,0,0.6425091197132,0,0,0.97554181744761,0,0,0,0,0,0,0,1,0,0,0
-447.654,0.983043128975307,40,4,-0.0840956733083204,0,0,0.225575995221966,0,0,0.543546339188624,0,0,0.876213232744326,0,0,0,0,0,0,0,1,0,0,0
-447.632,0.982886918319204,40,4,-0.192054738403226,0,0,0.117242640426939,0,0,0.434828818840302,0,0,0.767093790758357,0,0,0,0,0,0,0,1,0,0,0
-447.61,0.98272944644228,40,4,-0.299866009893297,0,0,0.00905741401856707,0,0,0.326259891019946,0,0,0.65812342689422,0,0,0,0,0,0,0,1,0,0,0
-447.592,0.982599666367788,40,4,-0.387965025749334,0,1,-0.0793472833133362,0,0,0.23754156985595,0,0,0.569077019834694,0,0,0,0,0,0,0,1,0,0,0
-447.572,0.982525679032943,40,4,0.29450464381263,1,0,-0.177461061476915,0,0,0.139079593949033,0,0,0.47025088633076,0,0,0,0,0,0,0,1,0,0,0
-447.552,0.982491115228325,40,4,1.39532429422784,1,0,-0.275462753331372,0,0,0.0407299876402816,0,0,0.371537519417985,0,0,0,0,0,0,0,1,0,0,0
-447.53,0.982455571962269,40,4,2.60482898233057,1,0,-0.38313604144964,0,0,-0.067325653008476,0,0,0.263082181347969,0,0,0,0,0,0,0,1,0,0,0
-447.508,0.98242260953349,40,4,3.81287783416713,1,0,-0.490675635297857,0,0,-0.17524714633009,0,0,0.154761363571156,0,0,0,0,0,0,0,1,0,0,0
-447.488,0.982394885220822,40,4,4.90983936128563,1,0,-0.588323021175473,0,0,-0.273241312780525,0,0,0.0564044916856005,0,0,0,0,0,0,0,1,0,0,0
-447.466,0.982366856538555,40,4,6.11510423249355,1,0,-0.695607814304295,0,0,-0.380907123261132,0,0,-0.0516599319643308,0,0,0,0,0,0,0,1,0,0,0
-447.444,0.982341399455589,40,4,7.31891756002851,1,0,-0.802760205876637,0,0,-0.488440072385044,0,0,-0.159591029261094,0,0,0,0,0,0,0,1,0,0,0
-447.424,0.98232049015374,40,4,8.41203233968551,1,0,-0.900056711614263,0,0,-0.586082140174774,0,0,-0.257594632117161,0,0,0,0,0,0,0,1,0,0,0
-447.402,0.982299943825762,40,4,9.61307289218361,1,0,-1.00695704244719,0,0,-0.693362150485892,0,0,-0.365271871940315,0,0,0,0,0,0,0,1,0,0,0
-447.386,0.982257230149519,40,4,10.1604893624125,0,0,-1.08461950543607,0,0,-0.771300454642964,0,0,-0.443498767551323,0,0,0,0,0,0,0,1,0,0,0
-447.368,0.982141364804091,40,4,10.0270339573483,0,0,-1.17190006946966,0,0,-0.858891050097967,0,0,-0.53141372509939,0,0,0,0,0,0,0,1,0,0,0
-447.346,0.982002427269902,40,4,9.90695685695516,0,0,-1.27844550300473,0,0,-0.965814995499774,0,0,-0.638733678430946,0,0,0,0,0,0,0,1,0,0,0
-447.324,0.981862208170965,40,4,9.78704017573563,0,0,-1.38484675017057,0,0,-1.07259429680998,0,0,-0.745908508791085,0,0,0,0,0,0,0,1,0,0,0
-447.304,0.98173362566484,40,4,9.67816417309361,0,0,-1.48145006452833,0,0,-1.16954090002219,0,0,-0.843214268797324,0,0,0,0,0,0,0,1,0,0,0
-447.282,0.981590964903835,40,4,9.55855359930126,0,0,-1.58757614016158,0,0,-1.27604415750262,0,0,-0.950112142710065,0,0,0,0,0,0,0,1,0,0,0
-447.26,0.981447027774888,40,4,9.43910329005597,0,0,-1.69355812752025,0,0,-1.38240287059443,0,0,-1.05686499503708,0,0,0,0,0,0,0,1,0,0,0
-447.24,0.98131506974982,40,4,9.33065112743245,0,0,-1.78978038210308,0,0,-1.4789672077792,0,0,-1.1537872270064,0,0,0,0,0,0,0,1,0,0,0
-447.218,0.981168700875721,40,4,9.21150662935131,0,0,-1.89548738645694,0,0,-1.58505006863412,0,0,-1.26026331768566,0,0,0,0,0,0,0,1,0,0,0
-447.198,0.981034535129722,40,4,9.10333238808306,0,0,-1.99145971322152,0,0,-1.68136368870181,0,0,-1.3569340067551,0,0,0,0,0,0,0,1,0,0,0
-447.176,0.980885741013786,40,4,8.9844935055872,0,0,-2.09689185965349,0,0,-1.78717082440835,0,0,-1.46313346497344,0,0,0,0,0,0,0,1,0,0,0
-447.154,0.980735679127257,40,4,8.86581462908478,0,0,-2.20218008316909,0,0,-1.89283358373589,0,0,-1.56918807238962,0,0,0,0,0,0,0,1,0,0,0
-447.134,0.980598160599093,40,4,8.7580635440577,0,0,-2.29777178746872,0,0,-1.98876538209811,0,0,-1.66547568508024,0,0,0,0,0,0,0,1,0,0,0
-447.112,0.980445683373377,40,4,8.63968998336124,0,0,-2.4027853457312,0,0,-2.09415261199332,0,0,-1.77125385893968,0,0,0,0,0,0,0,1,0,0,0
-447.094,0.980391841693973,40,4,8.54295604224848,0,0,-1.69830317042441,1,0,-2.18027302335781,0,0,-1.85769377993346,0,0,0,0,0,0,0,1,0,0,0
-447.074,0.980362878254799,40,4,8.43558855244174,0,0,-0.595080784518453,1,0,-2.27585984684535,0,0,-1.95363524549954,0,0,0,0,0,0,0,1,0,0,0
-447.052,0.980333490872297,40,4,8.3176240340348,0,0,0.617064295184306,1,0,-2.3808805002994,0,0,-2.05904555395791,0,0,0,0,0,0,0,1,0,0,0
-447.03,0.980306679517842,40,4,8.1998048259136,0,0,1.82774983730626,1,0,-2.4857713356783,0,0,-2.16432557411725,0,0,0,0,0,0,0,1,0,0,0
-447.01,0.980284542894017,40,4,8.09282242579408,0,0,2.92710500204367,1,0,-2.5810141255251,0,0,-2.25992175989805,0,0,0,0,0,0,0,1,0,0,0
-446.988,0.980262650725394,40,4,7.97527992910459,0,0,4.13500219581834,1,0,-2.68565783514611,0,0,-2.36495375632023,0,0,0,0,0,0,0,1,0,0,0
-446.966,0.980243330636921,40,4,7.85788171020914,0,0,5.34144098312141,1,0,-2.79017273720607,0,0,-2.46985647563847,0,0,0,0,0,0,0,1,0,0,0
-446.946,0.980227996208981,40,4,7.7512808719235,0,0,6.4369392039655,1,0,-2.88507487824952,0,0,-2.56511077084903,0,0,0,0,0,0,0,1,0,0,0
-446.924,0.980213577606811,40,4,7.63415682447556,0,0,7.64059787210994,1,0,-2.98934509144845,0,0,-2.66976790648229,0,0,0,0,0,0,0,1,0,0,0
-446.908,0.980196026208117,40,4,7.54906586504158,0,0,8.41881789693447,0,0,-3.06509752365509,0,0,-2.74580144194159,0,0,0,0,0,0,0,1,0,0,0
-446.89,0.980088463993701,40,4,7.45343378890464,0,0,8.31693921435322,0,0,-3.15023349045265,0,0,-2.83125335447543,0,0,0,0,0,0,0,1,0,0,0
-446.868,0.979956394903494,40,4,7.3366913669056,0,0,8.1991535219801,0,0,-3.25416128334724,0,0,-2.93556687991896,0,0,0,0,0,0,0,1,0,0,0
-446.848,0.979835214874619,40,4,7.23069694921013,0,0,8.09221177049849,0,0,-3.34851937573588,0,0,-3.03027523347211,0,0,0,0,0,0,0,1,0,0,0
-446.826,0.979700689553273,40,4,7.11425160914689,0,0,7.9747255650702,0,0,-3.45217941218111,0,0,-3.13432011245246,0,0,0,0,0,0,0,1,0,0,0
-446.804,0.979564880230133,40,4,6.99796181551923,0,0,7.85739616363067,0,0,-3.55569923639213,0,0,-3.23822431382075,0,0,0,0,0,0,0,1,0,0,0
-446.784,0.979440304493619,40,4,6.89237876018582,0,0,7.75086910027311,0,0,-3.64968651969634,0,0,-3.33256062753756,0,0,0,0,0,0,0,1,0,0,0
-446.762,0.979302048847009,40,4,6.7763857885717,0,0,7.633838917413,0,0,-3.7529387452752,0,0,-3.43619634338721,0,0,0,0,0,0,0,1,0,0,0
-446.74,0.979162514386148,40,4,6.66054822665307,0,0,7.51696539738673,0,0,-3.85605084197017,0,0,-3.53969146661036,0,0,0,0,0,0,0,1,0,0,0
-446.72,0.97903455666111,40,4,6.55537617205559,0,0,7.41085264885146,0,0,-3.94966753661994,0,0,-3.63365596524547,0,0,0,0,0,0,0,1,0,0,0
-446.698,0.978892585776068,40,4,6.43983516997719,0,0,7.29427807681779,0,0,-4.05251219510895,0,0,-3.73688276649253,0,0,0,0,0,0,0,1,0,0,0
